resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
MEPU-PU-KARI-KAPU_KAMENERI,油漆 MA-011-0、MA-011-1、MA-011-1N、MA-011-2、MA-011-2N,Material,General,吨,15959.83,15959.83,15959.83,15959.83,1,CNY,57.27,0.0019,1042,1042,建筑工程,砖砌体和砌块结构,垃圾管道,安装由石棉水泥管构成的垃圾管道
KAME-PU-KAME-KANE,钻头,Abstract Material,General,件,207.66,207.66,207.66,207.66,1,CNY,317.28,1.5279,1035,982,建筑工程,钻爆作业,岩土爆破作业,在台阶高度不超过0.5米的情况下，使用孔爆破炸药疏松岩土（表面平整）
DXME-KADX-KASA_KARIRI,宽轨调车机车，功率550千瓦（750马力）,Equipment,General,台时,905.35,905.35,905.35,905.35,1,CNY,2127.54,2.35,1032,1032,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,铁路和公路的挖沟与填筑
ME_MEKAKA_PULI,平均工作负荷 4.7,Labor,Labor,手表,95.23,95.23,95.23,95.23,1,CNY,25536.56,268.1684,1018,1018,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,永久冻土和岩石地基的开挖
DXDXDX_DXDXKAKA,建筑垃圾,Material,General,吨,0.0,0.0,0.0,0.0,0,CNY,0.0,3.8455,1016,1016,建筑工程,电车轨道,在木制和钢筋混凝土轨枕上铺设电车轨道和铁路轨道,铺设和拆卸橡胶面板铺装的道口
ME_MEKAKA_PUPU,平均工作强度 1,Labor,Labor,手表,91.36,91.36,91.36,91.36,1,CNY,65258.39,714.2618,1007,1007,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,永久冻土和岩石地基的开挖
KAME-TO-KARI-KARI_KAKAKARI,氩气，最高等级,Material,General,立方米,29.01,29.01,29.01,29.01,1,CNY,115.77,3.9908,1002,1002,建筑工程,建筑金属结构,核电站结构,核电站金属结构安装
DXME-KANE-KATO_KATOTO,电力：耗电量0.46千瓦时/机器小时,Electricity,Electricity,机器运行时间,0.31,0.31,0.31,0.31,1,CNY,1.41,4.6002,982,982,建筑工程,隧道和地铁,封闭式作业方式,井筒穿孔
DXME-KANE-KATO_KATOTO,辅助矿井绞车，牵引力13.73千牛（1.4吨）,Equipment,General,台时,7.41,7.41,7.41,7.41,1,CNY,34.1,4.6002,982,982,建筑工程,隧道和地铁,封闭式作业方式,井筒穿孔
PU_MEKAKA_KASALI,人员：3人·小时/机械·小时,Operator,Operators,机器运行时间,176.39,176.39,176.39,176.39,1,CNY,630.13,3.5723,972,972,建筑工程,干线和工业管道,管道防腐隔离与铺设,聚合物胶带绝缘与管道铺设
DXME-KANE-KATO_KANEME,电力：耗电量0.26千瓦时/马力小时,Electricity,Electricity,机器运行时间,0.18,0.18,0.18,0.18,1,CNY,12.7,71.8512,966,966,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
DXME-KANE-KATO_KANEME,牵引力达12.26千牛（1.25吨）的电动绞车,Equipment,General,台时,1.73,1.73,1.73,1.73,1,CNY,124.39,71.8512,966,966,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
KALI-RI-KALI-KAPU_KAKAKALI,定制钢结构（采用型材）,Material,General,吨,22304.13,22304.13,22304.13,22304.13,1,CNY,7350.12,0.3282,959,959,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
KAME-ME-KARI-KAVO_MEKAPUKA,PMB牌（PON-A、PON-B）石棉板，厚度0.4至5毫米,Material,General,千克,18.34,18.34,18.34,18.34,1,CNY,285.51,15.5696,954,954,建筑工程,建筑金属结构,构筑物,储罐、储气罐
PU_MEKAKA_MEKAKA,人员：1人-小时/机器-小时,Operator,Operators,机器运行时间,281.1,81.27,893.93,81.27,4,CNY,6022.04,18.1559,952,770,建筑工程,采矿顶板作业,刮土机开挖,使用自走式刮土机进行土方开挖和运输，距离可达300米
DXME-MELI-KARI_KATORI,超声波探伤仪，可检测产品厚度达6000毫米,Equipment,General,台时,9.55,9.55,9.55,9.55,1,CNY,44.96,4.7077,941,941,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,VVER-1200型核电站反应堆曲线墙结构
DXME-MEPU-KARI_KAKAPU,平板卡车，载重量达15吨,Equipment,General,台时,180.16,180.16,180.16,180.16,1,CNY,2320.39,12.8797,936,936,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,反应堆建筑保护壳预应力系统的沟槽成型器注浆
MEPU-SA-KASA-KAME_KAKAMERI,混合亚麻油，用于稀释油性厚涂颜料和木质表面外部施工,Material,General,吨,10070.88,10070.88,10070.88,10070.88,1,CNY,31.42,0.0025,927,927,建筑工程,室内管道,钢管管道,铺设钢制水气管道（非镀锌）供暖管道
MEME-ME-KATO-KANE_KAKALIDX,针叶树种刨光板材，天然湿度，长度2-6.5米，宽度100-250毫米，厚度44-50毫米，III级,Material,General,立方米,1873.67,1873.67,1873.67,1873.67,1,CNY,5053.94,2.6974,922,922,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,土方工程边坡加固
TO_TOKAKA_KAME,首席工程师,Material,General,人-小时,151.2,151.2,151.2,151.2,1,CNY,18546.83,122.6615,918,918,设备大修,电梯设备的全面检修与现代化改造,电梯技术诊断与检测工作,安装（改造）电梯投入使用前进行技术检验（两站）
KAME-LI-MEME-KALI_KAMEVOTO,用于焊接低合金钢和碳素钢的焊条 UONI 13/55，E50A，直径 3 毫米,Material,General,吨,17559.13,17559.13,17559.13,17559.13,1,CNY,1113.05,0.0634,905,905,建筑工程,建筑金属结构,干线和工业管道施工结构,金属结构件制造
ME_MEKAKA_PUDX,平均工作负荷 4.9,Labor,Labor,手表,97.8,97.8,97.8,97.8,1,CNY,34464.0,352.3964,905,905,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,水力机械化法土方工程
KAME-LI-MEME-KALI_KAKASAPU,用于焊接低合金钢和碳素钢的焊条 ANO-6、E42，直径 6 毫米,Material,General,吨,18744.09,18744.09,18744.09,18744.09,1,CNY,1609.74,0.0854,904,904,建筑工程,混凝土和钢筋混凝土整体结构,建筑物和构筑物的地基,工厂管道和高炉地基施工
KAME-LI-MESA-KARI_KAKAVORI,六角头钢制螺栓，螺纹直径M8（M10、M12、M14），长度16-160毫米,Material,General,吨,16874.83,16874.83,16874.83,16874.83,1,CNY,641.89,0.037,890,890,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,VVER-1200型核电站建筑物导流槽和锚固井的安装
KAME-PU-KAME-KANE_KAKASADX,用于穿孔机和旋转冲击钻机的钻头，KDP 40-25,Material,General,件,190.11,190.11,190.11,190.11,1,CNY,4345.02,22.8555,870,870,建筑工程,隧道掘进工程,常规方式进行的隧道工程,垂直井筒、探坑及其井口的穿越
DXME-KASA-KARI_KAKANE,电力：消耗量 51.15 千瓦·小时/机器小时,Electricity,Electricity,机器运行时间,34.36,34.36,34.36,34.36,1,CNY,125.75,3.6594,846,846,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,钢筋混凝土构件的制造
DXME-KASA-KARI_KAKANE,门式起重机，起重能力50吨,Equipment,General,台时,767.02,767.02,767.02,767.02,1,CNY,2806.84,3.6594,846,846,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,钢筋混凝土构件的制造
DXME-MELI-KAPU_MELIME,电力：消耗量 7.92 千瓦·时/机器·小时,Electricity,Electricity,机器运行时间,5.32,5.32,5.32,5.32,1,CNY,236.45,44.4428,843,843,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
DXME-MELI-KAPU_MELIME,手工电弧焊机，焊接电流高达500安培,Equipment,General,台时,10.26,10.26,10.26,10.26,1,CNY,455.79,44.4428,843,843,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
KAME-TO-KAME-KALI_KAKAKADX,乙醇精制技术用，I级,Material,General,千克,119.31,119.31,119.31,119.31,1,CNY,149.86,1.256,828,828,建筑工程,建筑金属结构,构筑物,储罐、储气罐
KAME-LI-KADX-KATO_KAKAKAME,APRN爆炸作业用导线，VP型号,Material,General,1000米,459.73,459.73,459.73,459.73,1,CNY,87.46,0.1902,828,828,建筑工程,钻爆作业,岩土爆破作业,在台阶高度不超过0.5米的情况下，使用孔爆破炸药疏松岩土（表面平整）
PU_MEKAKA_KANESA,人员：2人·小时/机器·小时,Operator,Operators,机器运行时间,144.47,127.02,1079.68,127.02,3,CNY,2028.76,15.7995,819,752,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,铁路和公路的挖沟与填筑
DXME-RIME-MEDX_KAMERI,钻具磨削机床,Equipment,General,台时,6.98,6.98,6.98,6.98,1,CNY,8.54,1.2229,813,813,建筑工程,钻爆作业,岩土爆破作业,在台阶高度不超过0.5米的情况下，使用孔爆破炸药疏松岩土（表面平整）
DXME-MELI-KAPU_KATOTO,拖拉机上手工电弧焊接机组，焊接电流高达250安培，工作站数量为2个，拖拉机功率为79千瓦（108马力）,Equipment,General,台时,191.92,191.92,191.92,191.92,1,CNY,12927.56,67.3587,806,806,建筑工程,建筑金属结构,干线和工业管道施工结构,架设绝缘管道时安装固定支架
KAVO-TO-KATO-KANE_KAKAKARI,热轧线材卷，直径6.3-6.5毫米,Material,General,吨,8195.12,8195.12,8195.12,8195.12,1,CNY,291.51,0.0226,806,806,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,为天然气和石油产品的主干管和工业管道挖掘和回填沟渠
KAME-TO-KASA-MELI_KAKAKARI,松香,Material,General,千克,56.81,56.81,56.81,56.81,1,CNY,33.7,0.5932,800,800,建筑工程,通信、广播和电视设施,通信、广播和电视设施,房间屏蔽
KAME-LI-KALI-RIPU_KAKAMEKA,双组分显影剂，用于处理放射成像胶片，溶液温度在手动/自动处理时为22/28 °C，显影时间5-8分钟，消耗量0.8升/平方米,Material,General,升,72.85,72.85,72.85,72.85,1,CNY,228.19,3.1324,798,798,建筑工程,建筑金属结构,各类工程,表面饰面、焊接作业、螺栓安装及其他作业
KAME-LI-KANE-KATO_KAKARITO,带粘性涂层的透明聚乙烯胶带，宽度20毫米，厚度0.08毫米,Material,General,千克,145.05,145.05,145.05,145.05,1,CNY,42.83,0.2953,796,796,建筑工程,混凝土和钢筋混凝土整体结构,在滑动模板浇筑墙体时采用细板模板浇筑楼板,在小型模板中建造楼板
DXME-KASA-KALI_KAKATO,铁路起重机，起重能力25吨,Equipment,General,台时,368.39,368.39,368.39,368.39,1,CNY,2889.32,7.8432,788,788,建筑工程,采矿顶板作业,单斗挖掘机开挖土方,挖掘机开挖土方并装载至铁路运输工具
ME_MEKAKA_PUNE,平均工作排量 4.6,Labor,Labor,手表,93.94,93.94,93.94,93.94,1,CNY,35277.75,375.5378,785,785,建筑工程,采矿顶板作业,单斗挖掘机开挖土方,挖掘机开挖土方并装载至自卸卡车
KAME-LI-KALI-RIPU_KAKARIKA,双组分显影剂，用于处理放射成像胶片，溶液温度（手动/自动处理）22/28 °C，显影时间5-10分钟，耗量0.8升/平方米,Material,General,升,84.71,84.71,84.71,84.71,1,CNY,273.19,3.225,775,775,建筑工程,建筑金属结构,各类工程,表面饰面、焊接作业、螺栓安装及其他作业
KAME-LI-KARI-KADX_KAKAKARI,纸质麻绳，直径2.5毫米,Material,General,千克,24.97,24.97,24.97,24.97,1,CNY,10.98,0.4397,753,753,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,为天然气和石油产品的主干管和工业管道挖掘和回填沟渠
KAME-LI-KANE-KASA_KAKAPUME,橡胶涂层棉质绝缘带，用于电气安装和维修工作，黑色，宽度20毫米，厚度0.35毫米,Material,General,米,0.78,0.78,0.78,0.78,1,CNY,17.37,22.2021,738,738,建筑工程,桩基工程、沉井、地基加固,土壤加固,采用土锚杆注浆锚固法（AI）加固基坑壁，锚杆计算抗拉承载力达42吨
KAME-LI-KANE-KASA_KAKAPURI,用于电气安装和维修工作的PVC绝缘带，黑色，宽度19毫米，厚度0.18毫米,Material,General,米,0.49,0.49,0.49,0.49,1,CNY,33.59,68.8532,734,734,建筑工程,农村建筑结构,温室与蔬菜储藏室,冬季玻璃温室
KAME-LI-KADX-KARI_KAKAKAME,筒装炸药，直径28毫米,Material,General,吨,28071.69,28071.69,28071.69,28071.69,1,CNY,8025.36,0.2859,728,728,建筑工程,隧道和地铁,封闭式作业方式,井筒穿孔
KAME-TO-KATO-KALI_KAKAKAME,醋酸,Material,General,千克,20.26,20.26,20.26,20.26,1,CNY,4.09,0.2014,727,727,建筑工程,建筑金属结构,核电站结构,核电站金属结构安装
KAME-TO-KAPU-KARI_KAKAKAPU,M-10DM柴油机油,Material,General,千克,19.83,19.83,19.83,19.83,1,CNY,76.47,3.8562,727,727,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
DXME-KAME-KAME_KATOSA,推土机，功率79千瓦（108马力）,Equipment,General,台时,166.57,166.57,166.57,166.57,1,CNY,932.1,5.5957,719,719,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发
ME_MEKAKA_NEKA,平均工作强度 1,Labor,Labor,手表,115.81,115.81,115.81,115.81,1,CNY,54331.66,469.125,718,718,建筑工程,混凝土和钢筋混凝土整体结构,其他作业,钢筋浸渍焊接
DXME-KASA-KAPU_KAMEKA,电力：消耗量46.7千瓦时/机器小时,Electricity,Electricity,机器运行时间,31.37,31.37,31.37,31.37,1,CNY,2098.79,66.9021,709,709,设备安装,起重运输设备,间歇式起重运输机械装置,通用桥式和悬臂式起重机
DXME-KASA-KAPU_KAMEKA,桥式电动起重机，起重能力50吨,Equipment,General,台时,314.8,314.8,314.8,314.8,1,CNY,21060.82,66.9021,709,709,设备安装,起重运输设备,间歇式起重运输机械装置,通用桥式和悬臂式起重机
DXME-MELI-KARI_KARIME,伽马射线探伤仪，可透射钢材厚度达80毫米,Equipment,General,台时,48.93,48.93,48.93,48.93,1,CNY,1435.33,29.3338,697,697,建筑工程,建筑金属结构,各类工程,表面饰面、焊接作业、螺栓安装及其他作业
KAME-PU-KATO-KAPU,钻头钢材,Abstract Material,General,千克,112.19,25.86,30026.76,25.86,2,CNY,23.27,0.9,695,695,建筑工程,钻爆作业,岩土爆破作业,在台阶高度不超过0.5米的情况下，使用孔爆破炸药疏松岩土（表面平整）
KAVO-TO-KASA-KARI_KAKARIME,热轧钢板，钢材牌号为St3sp、St3ps，宽度1200-3000毫米，厚度1-8毫米,Material,General,吨,6951.33,6951.33,6951.33,6951.33,1,CNY,2631.01,0.3659,694,694,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
DXME-RIME-MEDX_KATONE,管子切割机，最大管径426毫米,Equipment,General,台时,4.88,4.88,4.88,4.88,1,CNY,369.81,75.7763,691,691,建筑工程,水利工程的混凝土和钢筋混凝土结构,水电工程结构，整个建筑的混凝土用量超过10万立方米,建筑物混凝土冷却系统安装
DXME-RIME-MEDX_KATONE,电力：消耗量 1.82 千瓦·时/机器小时,Electricity,Electricity,机器运行时间,1.22,1.22,1.22,1.22,1,CNY,92.44,75.7763,691,691,建筑工程,水利工程的混凝土和钢筋混凝土结构,水电工程结构，整个建筑的混凝土用量超过10万立方米,建筑物混凝土冷却系统安装
DXME-MELI-KAME_KAKAPU,电力：消耗量 7.92 千瓦·时/机器·小时,Electricity,Electricity,机器运行时间,5.32,5.32,5.32,5.32,1,CNY,1028.65,193.3439,688,688,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,VVER-1200型核电站建筑和构筑物基础板结构
DXME-MELI-KAME_KAKAPU,焊接整流器，焊接电流至500安培，工作位数量1,Equipment,General,台时,9.53,9.53,9.53,9.53,1,CNY,1843.0,193.3439,688,688,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,VVER-1200型核电站建筑和构筑物基础板结构
DXME-RIME-MENE_KAMERI,电动液压机,Equipment,General,台时,2.34,2.34,2.34,2.34,1,CNY,21.04,8.9789,686,686,建筑工程,临时性可拆卸建筑与构筑物,临时建筑和设施内部工程网络的安装,临时生产和仓储建筑内部供电系统
DXME-RIME-MENE_KAMERI,电力：耗电量 0.25 千瓦时/机器小时,Electricity,Electricity,机器运行时间,0.17,0.17,0.17,0.17,1,CNY,1.49,8.9789,686,686,建筑工程,临时性可拆卸建筑与构筑物,临时建筑和设施内部工程网络的安装,临时生产和仓储建筑内部供电系统
DXME-MESA-KARI_KARIPU,履带式拖拉机，功率79千瓦（108马力）,Equipment,General,台时,130.11,130.11,130.11,130.11,1,CNY,843.98,6.4868,677,677,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,铁路和公路的挖沟与填筑
KATO-RI-KAME-KAME_KAKAKAME,普通建筑用无添加波特兰水泥 CEM 0 32.5N,Material,General,吨,1090.37,1090.37,1090.37,1090.37,1,CNY,712.28,0.6259,663,663,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,土壤密实
MEME-ME-KATO-KANE,木板护墙板,Abstract Material,General,平方米,4386.42,3202.53,4760.65,4760.65,2,CNY,182033.19,38.4783,662,647,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,土方工程边坡加固
ME_MEKAKA_RISA,平均工作负荷 2.5,Labor,Labor,手表,73.35,73.35,73.35,73.35,1,CNY,5211.6,71.0523,661,661,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,铁路和公路的挖沟与填筑
DXME-KAVO-KAPU_KARIME,电力消耗：5.94千瓦时/小时,Electricity,Electricity,机器运行时间,3.99,3.99,3.99,3.99,1,CNY,15.84,3.9699,657,657,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,土方工程边坡加固
KAME-TO-KAME-KATO_KAKAKARI,工业用煤油,Material,General,吨,9472.29,9472.29,9472.29,9472.29,1,CNY,284.13,0.028,657,657,建筑工程,砖砌体和砌块结构,乱石砌体结构、防水层及地基基础,墙体、地基防水
